Iteration,Cost,Sequence
91,141,3 5 9 13 14 1 10 2 16 8 12 6 7 11 4 17 15
92,141,3 5 9 13 16 1 10 2 14 8 12 6 7 11 4 17 15
93,141,3 5 9 13 16 1 10 2 14 8 12 6 7 11 4 17 15
94,135,3 5 9 16 13 1 10 2 14 8 12 6 7 11 4 17 15
95,135,3 5 9 16 13 1 10 2 14 8 12 6 7 11 4 17 15
96,135,3 5 9 16 13 1 10 2 14 8 12 6 7 11 4 17 15
97,135,3 5 9 16 13 1 10 2 14 8 12 6 7 11 4 17 15
98,133,3 5 9 16 13 1 10 2 14 12 8 6 7 11 4 17 15
99,133,3 5 9 16 13 1 10 2 14 12 8 6 7 11 4 17 15
100,133,3 5 9 16 13 1 10 2 14 12 8 6 7 11 4 17 15
101,133,3 5 9 16 13 1 10 2 14 12 8 6 7 11 4 17 15
102,133,3 5 9 16 13 1 10 2 14 12 8 6 7 11 4 17 15
103,133,3 5 9 16 13 1 10 2 14 12 8 6 7 11 4 17 15
104,133,3 5 9 16 13 1 10 2 14 12 8 6 7 11 4 17 15
105,133,3 5 9 16 13 1 10 2 14 12 8 6 7 11 4 17 15
106,133,3 5 9 16 13 1 10 2 14 12 8 6 7 11 4 17 15
107,133,3 5 9 16 13 1 10 2 14 12 8 6 7 11 4 17 15
108,133,3 5 9 16 13 1 10 2 14 4 8 6 7 11 12 17 15
109,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 17 15
110,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 17 15
111,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 15 17
112,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 15 17
113,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 15 17
114,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 15 17
115,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 15 17
116,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 15 17
117,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 15 17
118,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 15 17
119,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 15 17
120,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 15 17
121,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 15 17
122,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 15 17
123,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 15 17
124,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 15 17
125,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 15 17
126,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 15 17
127,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 15 17
128,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 15 17
129,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 15 17
130,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 15 17
131,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 15 17
132,133,3 5 4 16 13 1 10 2 14 9 8 6 7 11 12 17 15
133,133,3 5 4 16 13 1 10 2 14 9 7 6 8 11 12 17 15
134,133,3 5 4 16 13 1 10 2 14 9 7 6 8 11 12 17 15
135,127,3 5 9 16 13 1 10 2 14 4 7 6 8 11 12 17 15
136,127,3 5 9 16 13 1 10 2 14 4 7 6 8 11 12 17 15
137,127,3 5 9 16 13 1 10 2 14 4 7 6 8 11 12 17 15
138,127,3 5 9 16 13 1 10 2 14 4 7 6 8 11 12 17 15
139,127,3 5 9 16 13 1 10 2 14 4 7 6 8 11 12 17 15
140,127,3 5 9 16 13 1 10 2 14 4 7 6 8 11 12 17 15
141,125,3 5 9 16 4 1 10 2 14 13 7 6 8 11 12 17 15
142,125,3 5 9 16 4 1 10 2 14 13 7 6 8 11 12 17 15
143,125,3 5 9 16 4 1 10 2 14 13 7 6 8 11 12 17 15
144,125,3 5 9 16 4 1 10 2 14 13 7 6 8 11 12 17 15
145,125,3 5 9 16 4 1 10 2 14 13 7 6 8 11 12 17 15
146,125,3 5 9 16 4 1 10 2 14 13 7 6 8 11 12 17 15
147,125,3 5 9 16 4 1 10 2 14 13 7 6 8 11 12 17 15
148,125,3 5 9 16 4 1 10 2 14 13 7 6 8 11 12 17 15
149,125,3 5 9 16 4 1 10 2 14 13 7 6 8 11 12 17 15
150,125,3 5 9 16 4 1 10 2 14 13 7 6 8 11 12 17 15
151,125,3 5 9 16 4 1 10 2 14 13 7 6 8 11 12 17 15
152,125,3 5 9 16 4 1 10 2 14 13 7 6 8 11 12 17 15
153,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
154,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
155,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
156,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
157,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
158,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
159,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
160,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
161,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
162,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
163,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
164,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
165,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
166,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
167,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
168,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
169,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
170,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
171,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
172,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
173,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
174,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
175,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
176,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
177,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
178,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
179,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
180,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
181,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
182,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
183,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
184,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
185,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
186,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
187,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
188,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
189,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
190,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
191,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
192,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
193,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
194,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
195,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
196,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
197,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
198,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
199,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
200,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
201,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
202,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
203,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
204,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
205,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
206,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
207,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
208,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
209,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 17 15
210,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
211,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
212,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
213,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
214,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
215,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
216,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
217,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
218,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
219,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
220,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
221,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
222,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
223,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
224,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
225,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
226,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
227,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
228,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
229,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
230,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
231,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
232,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
233,125,3 5 9 12 4 1 10 2 14 13 7 6 8 11 16 15 17
234,125,3 5 9 12 4 10 1 2 14 13 7 6 8 11 16 15 17
235,125,3 5 9 12 4 10 1 2 14 13 7 6 8 11 16 15 17
236,125,3 5 9 12 4 10 1 2 14 13 7 6 8 11 16 15 17
237,125,3 5 9 12 4 10 1 2 14 13 7 6 8 11 16 15 17
238,125,3 5 9 12 4 10 1 2 14 13 7 6 8 11 16 15 17
239,125,3 5 9 12 4 10 1 2 14 13 7 6 8 11 16 15 17
240,125,3 5 9 12 4 10 1 2 14 13 7 6 8 11 16 15 17
241,125,3 5 9 12 4 10 1 2 14 13 7 6 8 11 16 15 17
242,125,3 5 9 12 4 10 1 2 14 13 7 6 8 11 16 15 17
243,115,3 5 9 12 4 10 1 2 14 13 6 7 8 11 16 15 17
244,115,3 5 9 12 4 10 1 2 14 13 6 7 8 11 16 15 17
245,115,3 5 9 12 4 10 1 2 14 13 6 7 8 11 16 15 17
246,115,3 5 9 12 4 10 1 2 14 13 6 7 8 11 16 15 17
247,115,3 5 9 12 4 10 1 2 14 13 6 7 8 11 16 15 17
248,115,3 5 9 12 4 10 1 2 14 13 6 7 8 11 16 15 17
249,115,3 5 9 12 4 10 1 2 14 13 6 7 8 11 16 15 17
